Time,V,dV/dt
21.3,0.250244141,0.079345703
21.4,0.225830078,-0.024414063
21.5,0.280761719,0.054931641
21.6,0.29296875,0.012207031
21.7,0.341796875,0.048828125
21.8,0.347900391,0.006103516
21.9,0.360107422,0.012207031
22,0.427246094,0.067138672
22.1,0.378417969,-0.048828125
22.2,0.500488281,0.122070313
22.3,0.482177734,-0.018310547
22.4,0.469970703,-0.012207031
22.5,0.518798828,0.048828125
22.6,0.549316406,0.030517578
22.7,0.531005859,-0.018310547
22.8,0.573730469,0.042724609
22.9,0.610351563,0.036621094
23,0.628662109,0.018310547
23.1,0.579833984,-0.048828125
23.2,0.579833984,0
23.3,0.604248047,0.024414063
23.4,0.579833984,-0.024414063
23.5,0.610351563,0.030517578
23.6,0.628662109,0.018310547
23.7,0.598144531,-0.030517578
23.8,0.579833984,-0.018310547
23.9,0.640869141,0.061035156
24,0.671386719,0.030517578
24.1,0.701904297,0.030517578
24.2,0.677490234,-0.024414063
24.3,0.653076172,-0.024414063
24.4,0.714111328,0.061035156
24.5,0.640869141,-0.073242188
24.6,0.68359375,0.042724609
24.7,0.708007813,0.024414063
24.8,0.744628906,0.036621094
24.9,0.689697266,-0.054931641
25,0.726318359,0.036621094
25.1,0.708007813,-0.018310547
25.2,0.732421875,0.024414063
25.3,0.744628906,0.012207031
25.4,0.78125,0.036621094
25.5,0.726318359,-0.054931641
25.6,0.762939453,0.036621094
25.7,0.738525391,-0.024414063
25.8,0.799560547,0.061035156
25.9,0.769042969,-0.030517578
26,0.744628906,-0.024414063
26.1,0.805664063,0.061035156
26.2,0.793457031,-0.012207031
26.3,0.817871094,0.024414063
26.4,0.811767578,-0.006103516
26.5,0.811767578,0
26.6,0.872802734,0.061035156
26.7,0.872802734,0
26.8,0.836181641,-0.036621094
26.9,0.860595703,0.024414063
27,0.909423828,0.048828125
27.1,0.939941406,0.030517578
27.2,0.897216797,-0.042724609
27.3,0.915527344,0.018310547
27.4,0.909423828,-0.006103516
27.5,0.885009766,-0.024414063
27.6,0.897216797,0.012207031
27.7,0.939941406,0.042724609
27.8,0.921630859,-0.018310547
27.9,0.87890625,-0.042724609
28,0.891113281,0.012207031
28.1,0.958251953,0.067138672
28.2,0.939941406,-0.018310547
28.3,0.927734375,-0.012207031
28.4,0.964355469,0.036621094
28.5,0.915527344,-0.048828125
28.6,0.946044922,0.030517578
28.7,0.982666016,0.036621094
28.8,0.964355469,-0.018310547
28.9,0.988769531,0.024414063
29,0.939941406,-0.048828125
29.1,0.994873047,0.054931641
29.2,0.982666016,-0.012207031
29.3,0.952148438,-0.030517578
29.4,1.019287109,0.067138672
29.5,0.970458984,-0.048828125
29.6,0.964355469,-0.006103516
29.7,0.982666016,0.018310547
29.8,1.013183594,0.030517578
29.9,0.988769531,-0.024414063
30,0.988769531,0
30.1,1.031494141,0.042724609
30.2,1.019287109,-0.012207031
30.3,1.025390625,0.006103516
30.4,1.007080078,-0.018310547
30.5,1.062011719,0.054931641
30.6,1.031494141,-0.030517578
30.7,1.080322266,0.048828125
30.8,1.013183594,-0.067138672
30.9,1.049804688,0.036621094
31,1.092529297,0.042724609
31.1,1.068115234,-0.024414063
31.2,1.080322266,0.012207031
31.3,1.055908203,-0.024414063
31.4,1.031494141,-0.024414063
31.5,1.104736328,0.073242188
31.6,1.07421875,-0.030517578
31.7,1.080322266,0.006103516
31.8,1.080322266,0
31.9,1.068115234,-0.012207031
32,1.092529297,0.024414063
32.1,1.086425781,-0.006103516
32.2,1.104736328,0.018310547
32.3,1.062011719,-0.042724609
32.4,1.07421875,0.012207031
32.5,1.055908203,-0.018310547
32.6,1.159667969,0.103759766
32.7,1.110839844,-0.048828125
32.8,1.080322266,-0.030517578
32.9,1.055908203,-0.024414063
33,1.147460938,0.091552734
33.1,1.086425781,-0.061035156
33.2,1.092529297,0.006103516
33.3,1.055908203,-0.036621094
33.4,1.135253906,0.079345703
33.5,1.147460938,0.012207031
33.6,1.129150391,-0.018310547
33.7,1.165771484,0.036621094
33.8,1.159667969,-0.006103516
33.9,1.147460938,-0.012207031
34,1.171875,0.024414063
34.1,1.165771484,-0.006103516
34.2,1.153564453,-0.012207031
34.3,1.159667969,0.006103516
34.4,1.184082031,0.024414063
34.5,1.153564453,-0.030517578
34.6,1.153564453,0
34.7,1.153564453,0
34.8,1.147460938,-0.006103516
34.9,1.141357422,-0.006103516
35,1.147460938,0.006103516
35.1,1.135253906,-0.012207031
35.2,1.135253906,0
35.3,1.147460938,0.012207031
35.4,1.129150391,-0.018310547
35.5,1.141357422,0.012207031
35.6,1.135253906,-0.006103516
35.7,1.141357422,0.006103516
35.8,1.141357422,0
35.9,1.141357422,0
36,1.141357422,0
