Time,V,dV/dt
17.9,33.96987915,0.019073486
18,33.7600708,-0.20980835
18.1,33.74099731,-0.019073486
18.2,33.77914429,0.038146973
18.3,33.64562988,-0.133514404
18.4,33.64562988,0
18.5,33.55026245,-0.095367432
18.6,33.53118896,-0.019073486
18.7,33.45489502,-0.076293945
18.8,33.35952759,-0.095367432
18.9,33.24508667,-0.114440918
19,33.26416016,0.019073486
19.1,33.11157227,-0.152587891
19.2,33.09249878,-0.019073486
19.3,33.03527832,-0.057220459
19.4,32.93991089,-0.095367432
19.5,32.90176392,-0.038146973
19.6,32.80639648,-0.095367432
19.7,32.61566162,-0.190734863
19.8,32.71102905,0.095367432
19.9,32.5012207,-0.20980835
20,32.40585327,-0.095367432
20.1,32.38677979,-0.019073486
20.2,32.32955933,-0.057220459
20.3,32.21511841,-0.114440918
20.4,32.17697144,-0.038146973
20.5,32.10067749,-0.076293945
20.6,31.92901611,-0.171661377
20.7,31.87179565,-0.057220459
20.8,31.77642822,-0.095367432
20.9,31.70013428,-0.076293945
21,31.58569336,-0.114440918
21.1,31.56661987,-0.019073486
21.2,31.50939941,-0.057220459
21.3,31.3949585,-0.114440918
21.4,31.28051758,-0.114440918
21.5,31.18515015,-0.095367432
21.6,31.24237061,0.057220459
21.7,31.1088562,-0.133514404
21.8,30.91812134,-0.190734863
21.9,30.95626831,0.038146973
22,30.84182739,-0.114440918
22.1,30.74645996,-0.095367432
22.2,30.6892395,-0.057220459
22.3,30.63201904,-0.057220459
22.4,30.44128418,-0.190734863
22.5,30.40313721,-0.038146973
22.6,30.42221069,0.019073486
22.7,30.34591675,-0.076293945
22.8,30.23147583,-0.114440918
22.9,30.21240234,-0.019073486
23,30.00259399,-0.20980835
23.1,30.02166748,0.019073486
23.2,29.88815308,-0.133514404
23.3,29.8500061,-0.038146973
23.4,29.69741821,-0.152587891
23.5,29.67834473,-0.019073486
23.6,29.50668335,-0.171661377
23.7,29.50668335,0
23.8,29.39224243,-0.114440918
23.9,29.18243408,-0.20980835
24,29.06799316,-0.114440918
24.1,28.99169922,-0.076293945
24.2,28.91540527,-0.076293945
24.3,28.82003784,-0.095367432
24.4,28.68652344,-0.133514404
24.5,28.51486206,-0.171661377
24.6,28.49578857,-0.019073486
24.7,28.24783325,-0.247955322
24.8,28.09524536,-0.152587891
24.9,28.0380249,-0.057220459
25,27.9045105,-0.133514404
25.1,27.73284912,-0.171661377
25.2,27.56118774,-0.171661377
25.3,27.40859985,-0.152587891
25.4,27.31323242,-0.095367432
25.5,27.12249756,-0.190734863
25.6,26.95083618,-0.171661377
25.7,26.7791748,-0.171661377
25.8,26.62658691,-0.152587891
25.9,26.55029297,-0.076293945
26,26.2260437,-0.324249268
26.1,26.13067627,-0.095367432
26.2,25.99716187,-0.133514404
26.3,25.82550049,-0.171661377
26.4,25.50125122,-0.324249268
26.5,25.3868103,-0.114440918
26.6,25.08163452,-0.305175781
26.7,25.02441406,-0.057220459
26.8,24.8336792,-0.190734863
26.9,24.71923828,-0.114440918
27,24.45220947,-0.267028809
27.1,24.20425415,-0.247955322
27.2,23.89907837,-0.305175781
27.3,23.82278442,-0.076293945
27.4,23.49853516,-0.324249268
27.5,23.30780029,-0.190734863
27.6,22.98355103,-0.324249268
27.7,22.81188965,-0.171661377
27.8,22.52578735,-0.286102295
27.9,22.23968506,-0.286102295
28,21.95358276,-0.286102295
28.1,21.66748047,-0.286102295
28.2,21.43859863,-0.228881836
28.3,21.11434937,-0.324249268
28.4,20.82824707,-0.286102295
28.5,20.52307129,-0.305175781
28.6,20.19882202,-0.324249268
28.7,19.89364624,-0.305175781
28.8,19.53125,-0.36239624
28.9,19.18792725,-0.343322754
29,18.90182495,-0.286102295
29.1,18.50128174,-0.400543213
29.2,18.1388855,-0.36239624
29.3,17.81463623,-0.324249268
29.4,17.52853394,-0.286102295
29.5,17.14706421,-0.381469727
29.6,16.68930054,-0.457763672
29.7,16.36505127,-0.324249268
29.8,15.88821411,-0.476837158
29.9,15.6211853,-0.267028809
30,15.14434814,-0.476837158
30.1,14.7819519,-0.36239624
30.2,14.30511475,-0.476837158
30.3,13.88549805,-0.419616699
30.4,13.48495483,-0.400543213
30.5,13.00811768,-0.476837158
30.6,12.72201538,-0.286102295
30.7,12.26425171,-0.457763672
30.8,11.71112061,-0.553131104
30.9,11.46316528,-0.247955322
31,10.89096069,-0.57220459
31.1,10.45227051,-0.438690186
31.2,10.01358032,-0.438690186
31.3,9.632110596,-0.381469727
31.4,9.117126465,-0.514984131
31.5,8.83102417,-0.286102295
31.6,8.373260498,-0.457763672
31.7,7.839202881,-0.534057617
31.8,7.514953613,-0.324249268
31.9,6.980895996,-0.534057617
32,6.618499756,-0.36239624
32.1,6.17980957,-0.438690186
32.2,5.912780762,-0.267028809
32.3,5.378723145,-0.534057617
32.4,4.978179932,-0.400543213
32.5,4.596710205,-0.381469727
32.6,4.348754883,-0.247955322
32.7,3.871917725,-0.476837158
32.8,3.604888916,-0.267028809
32.9,3.108978271,-0.495910645
33,2.861022949,-0.247955322
33.1,2.536773682,-0.324249268
33.2,2.250671387,-0.286102295
33.3,1.983642578,-0.267028809
33.4,1.544952393,-0.438690186
33.5,1.239776611,-0.305175781
33.6,0.991821289,-0.247955322
33.7,0.705718994,-0.286102295
33.8,0.343322754,-0.36239624
33.9,0.133514404,-0.20980835
34,-0.095367432,-0.228881836
34.1,-0.381469727,-0.286102295
34.2,-0.591278076,-0.20980835
34.3,-0.915527344,-0.324249268
34.4,-0.972747803,-0.057220459
34.5,-1.29699707,-0.324249268
34.6,-1.525878906,-0.228881836
34.7,-1.659393311,-0.133514404
34.8,-1.945495605,-0.286102295
34.9,-2.021789551,-0.076293945
35,-2.174377441,-0.152587891
35.1,-2.422332764,-0.247955322
35.2,-2.555847168,-0.133514404
35.3,-2.689361572,-0.133514404
35.4,-2.861022949,-0.171661377
35.5,-3.01361084,-0.152587891
35.6,-3.108978271,-0.095367432
35.7,-3.261566162,-0.152587891
35.8,-3.337860107,-0.076293945
35.9,-3.490447998,-0.152587891
36,-3.566741943,-0.076293945
36.1,-3.662109375,-0.095367432
36.2,-3.795623779,-0.133514404
36.3,-3.852844238,-0.057220459
36.4,-3.910064697,-0.057220459
36.5,-3.967285156,-0.057220459
36.6,-4.005432129,-0.038146973
36.7,-4.043579102,-0.038146973
36.8,-4.234313965,-0.190734863
36.9,-4.234313965,0
37,-4.291534424,-0.057220459
37.1,-4.405975342,-0.114440918
37.2,-4.348754883,0.057220459
37.3,-4.444122314,-0.095367432
37.4,-4.558563232,-0.114440918
37.5,-4.558563232,0
37.6,-4.596710205,-0.038146973
37.7,-4.711151123,-0.114440918
37.8,-4.653930664,0.057220459
37.9,-4.692077637,-0.038146973
38,-4.67300415,0.019073486
38.1,-4.787445068,-0.114440918
38.2,-4.730224609,0.057220459
38.3,-4.653930664,0.076293945
38.4,-4.920959473,-0.267028809
38.5,-4.730224609,0.190734863
38.6,-4.787445068,-0.057220459
38.7,-4.787445068,0
38.8,-4.806518555,-0.019073486
38.9,-4.730224609,0.076293945
39,-4.863739014,-0.133514404
39.1,-4.825592041,0.038146973
39.2,-4.825592041,0
39.3,-4.844665527,-0.019073486
39.4,-4.940032959,-0.095367432
39.5,-4.863739014,0.076293945
39.6,-4.863739014,0
39.7,-4.940032959,-0.076293945
39.8,-4.844665527,0.095367432
39.9,-4.901885986,-0.057220459
40,-4.730224609,0.171661377
40.1,-4.787445068,-0.057220459
40.2,-4.8828125,-0.095367432
40.3,-4.825592041,0.057220459
40.4,-4.749298096,0.076293945
40.5,-4.711151123,0.038146973
40.6,-4.711151123,0
40.7,-4.711151123,0
40.8,-4.787445068,-0.076293945
40.9,-4.768371582,0.019073486
41,-4.692077637,0.076293945
41.1,-4.67300415,0.019073486
41.2,-4.692077637,-0.019073486
41.3,-4.634857178,0.057220459
41.4,-4.711151123,-0.076293945
41.5,-4.596710205,0.114440918
41.6,-4.653930664,-0.057220459
41.7,-4.615783691,0.038146973
41.8,-4.558563232,0.057220459
41.9,-4.558563232,0
42,-4.692077637,-0.133514404
42.1,-4.577636719,0.114440918
42.2,-4.634857178,-0.057220459
42.3,-4.52041626,0.114440918
42.4,-4.596710205,-0.076293945
42.5,-4.558563232,0.038146973
42.6,-4.539489746,0.019073486
42.7,-4.501342773,0.038146973
42.8,-4.501342773,0
42.9,-4.52041626,-0.019073486
43,-4.425048828,0.095367432
43.1,-4.405975342,0.019073486
43.2,-4.367828369,0.038146973
43.3,-4.348754883,0.019073486
43.4,-4.367828369,-0.019073486
43.5,-4.31060791,0.057220459
43.6,-4.234313965,0.076293945
43.7,-4.234313965,0
43.8,-4.272460938,-0.038146973
43.9,-4.234313965,0.038146973
44,-4.291534424,-0.057220459
44.1,-4.253387451,0.038146973
44.2,-4.177093506,0.076293945
44.3,-4.15802002,0.019073486
44.4,-4.100799561,0.057220459
44.5,-4.15802002,-0.057220459
44.6,-4.177093506,-0.019073486
44.7,-4.177093506,0
44.8,-4.100799561,0.076293945
44.9,-4.005432129,0.095367432
45,-4.043579102,-0.038146973
45.1,-4.043579102,0
45.2,-3.986358643,0.057220459
45.3,-4.138946533,-0.152587891
45.4,-3.94821167,0.190734863
45.5,-3.986358643,-0.038146973
45.6,-4.024505615,-0.038146973
45.7,-3.967285156,0.057220459
45.8,-4.024505615,-0.057220459
45.9,-3.929138184,0.095367432
46,-3.871917725,0.057220459
46.1,-3.852844238,0.019073486
46.2,-3.94821167,-0.095367432
46.3,-3.910064697,0.038146973
46.4,-3.871917725,0.038146973
46.5,-3.795623779,0.076293945
46.6,-3.795623779,0
46.7,-3.73840332,0.057220459
46.8,-3.890991211,-0.152587891
46.9,-3.833770752,0.057220459
47,-3.852844238,-0.019073486
47.1,-3.643035889,0.20980835
47.2,-3.662109375,-0.019073486
47.3,-3.719329834,-0.057220459
47.4,-3.700256348,0.019073486
47.5,-3.623962402,0.076293945
47.6,-3.623962402,0
47.7,-3.490447998,0.133514404
47.8,-3.623962402,-0.133514404
47.9,-3.623962402,0
48,-3.58581543,0.038146973
48.1,-3.623962402,-0.038146973
48.2,-3.528594971,0.095367432
48.3,-3.528594971,0
48.4,-3.490447998,0.038146973
48.5,-3.433227539,0.057220459
48.6,-3.490447998,-0.057220459
48.7,-3.452301025,0.038146973
48.8,-3.433227539,0.019073486
48.9,-3.414154053,0.019073486
49,-3.452301025,-0.038146973
49.1,-3.337860107,0.114440918
49.2,-3.395080566,-0.057220459
49.3,-3.395080566,0
49.4,-3.395080566,0
49.5,-3.433227539,-0.038146973
49.6,-3.318786621,0.114440918
49.7,-3.242492676,0.076293945
49.8,-3.299713135,-0.057220459
49.9,-3.299713135,0
50,-3.356933594,-0.057220459
50.1,-3.337860107,0.019073486
50.2,-3.223419189,0.114440918
50.3,-3.318786621,-0.095367432
50.4,-3.204345703,0.114440918
50.5,-3.204345703,0
50.6,-3.261566162,-0.057220459
50.7,-3.16619873,0.095367432
50.8,-3.16619873,0
50.9,-3.147125244,0.019073486
51,-3.128051758,0.019073486
51.1,-3.147125244,-0.019073486
51.2,-3.147125244,0
51.3,-3.16619873,-0.019073486
51.4,-3.147125244,0.019073486
51.5,-3.089904785,0.057220459
51.6,-3.070831299,0.019073486
51.7,-3.089904785,-0.019073486
51.8,-3.051757813,0.038146973
51.9,-2.994537354,0.057220459
52,-3.089904785,-0.095367432
52.1,-3.070831299,0.019073486
52.2,-3.032684326,0.038146973
52.3,-2.994537354,0.038146973
52.4,-3.070831299,-0.076293945
52.5,-3.070831299,0
52.6,-3.051757813,0.019073486
52.7,-3.01361084,0.038146973
52.8,-2.975463867,0.038146973
52.9,-2.975463867,0
53,-2.880096436,0.095367432
53.1,-2.899169922,-0.019073486
53.2,-2.861022949,0.038146973
53.3,-2.80380249,0.057220459
53.4,-2.937316895,-0.133514404
53.5,-2.918243408,0.019073486
53.6,-2.880096436,0.038146973
53.7,-2.822875977,0.057220459
53.8,-2.80380249,0.019073486
53.9,-2.861022949,-0.057220459
54,-2.822875977,0.038146973
54.1,-2.841949463,-0.019073486
54.2,-2.746582031,0.095367432
54.3,-2.727508545,0.019073486
54.4,-2.822875977,-0.095367432
54.5,-2.822875977,0
54.6,-2.822875977,0
54.7,-2.689361572,0.133514404
54.8,-2.689361572,0
54.9,-2.80380249,-0.114440918
55,-2.708435059,0.095367432
55.1,-2.765655518,-0.057220459
55.2,-2.632141113,0.133514404
55.3,-2.689361572,-0.057220459
55.4,-2.727508545,-0.038146973
55.5,-2.727508545,0
55.6,-2.6512146,0.076293945
55.7,-2.670288086,-0.019073486
55.8,-2.708435059,-0.038146973
55.9,-2.6512146,0.057220459
56,-2.708435059,-0.057220459
56.1,-2.746582031,-0.038146973
56.2,-2.632141113,0.114440918
56.3,-2.613067627,0.019073486
56.4,-2.670288086,-0.057220459
56.5,-2.632141113,0.038146973
56.6,-2.593994141,0.038146973
56.7,-2.670288086,-0.076293945
56.8,-2.613067627,0.057220459
56.9,-2.670288086,-0.057220459
57,-2.574920654,0.095367432
57.1,-2.536773682,0.038146973
57.2,-2.593994141,-0.057220459
57.3,-2.613067627,-0.019073486
57.4,-2.536773682,0.076293945
57.5,-2.593994141,-0.057220459
57.6,-2.555847168,0.038146973
57.7,-2.613067627,-0.057220459
57.8,-2.422332764,0.190734863
57.9,-2.479553223,-0.057220459
58,-2.403259277,0.076293945
58.1,-2.536773682,-0.133514404
58.2,-2.44140625,0.095367432
58.3,-2.460479736,-0.019073486
58.4,-2.365112305,0.095367432
58.5,-2.536773682,-0.171661377
58.6,-2.422332764,0.114440918
58.7,-2.498626709,-0.076293945
58.8,-2.403259277,0.095367432
58.9,-2.555847168,-0.152587891
59,-2.517700195,0.038146973
59.1,-2.498626709,0.019073486
59.2,-2.346038818,0.152587891
59.3,-2.422332764,-0.076293945
59.4,-2.346038818,0.076293945
59.5,-2.517700195,-0.171661377
59.6,-2.44140625,0.076293945
59.7,-2.460479736,-0.019073486
59.8,-2.44140625,0.019073486
59.9,-2.403259277,0.038146973
60,-2.384185791,0.019073486
60.1,-2.403259277,-0.019073486
60.2,-2.384185791,0.019073486
60.3,-2.384185791,0
60.4,-2.307891846,0.076293945
60.5,-2.346038818,-0.038146973
60.6,-2.326965332,0.019073486
60.7,-2.307891846,0.019073486
60.8,-2.288818359,0.019073486
60.9,-2.307891846,-0.019073486
61,-2.346038818,-0.038146973
61.1,-2.269744873,0.076293945
61.2,-2.326965332,-0.057220459
61.3,-2.2315979,0.095367432
61.4,-2.346038818,-0.114440918
61.5,-2.326965332,0.019073486
61.6,-2.250671387,0.076293945
61.7,-2.403259277,-0.152587891
61.8,-2.269744873,0.133514404
61.9,-2.250671387,0.019073486
62,-2.269744873,-0.019073486
62.1,-2.250671387,0.019073486
62.2,-2.288818359,-0.038146973
62.3,-2.269744873,0.019073486
62.4,-2.212524414,0.057220459
62.5,-2.326965332,-0.114440918
62.6,-2.288818359,0.038146973
62.7,-2.193450928,0.095367432
62.8,-2.2315979,-0.038146973
62.9,-2.2315979,0
63,-2.269744873,-0.038146973
63.1,-2.212524414,0.057220459
63.2,-2.2315979,-0.019073486
63.3,-2.2315979,0
63.4,-2.250671387,-0.019073486
63.5,-2.212524414,0.038146973
63.6,-2.269744873,-0.057220459
63.7,-2.2315979,0.038146973
63.8,-2.2315979,0
63.9,-2.2315979,0
64,-2.269744873,-0.038146973
64.1,-2.2315979,0.038146973
64.2,-2.250671387,-0.019073486
64.3,-2.193450928,0.057220459
64.4,-2.288818359,-0.095367432
64.5,-2.2315979,0.057220459
64.6,-2.193450928,0.038146973
64.7,-2.269744873,-0.076293945
64.8,-2.269744873,0
64.9,-2.174377441,0.095367432
65,-2.193450928,-0.019073486
65.1,-2.2315979,-0.038146973
65.2,-2.250671387,-0.019073486
65.3,-2.250671387,0
65.4,-2.2315979,0.019073486
65.5,-2.212524414,0.019073486
65.6,-2.212524414,0
65.7,-2.2315979,-0.019073486
65.8,-2.2315979,0
65.9,-2.2315979,0
66,-2.2315979,0
66.1,-2.212524414,0.019073486
66.2,-2.2315979,-0.019073486
66.3,-2.2315979,0
66.4,-2.250671387,-0.019073486
66.5,-2.2315979,0.019073486
66.6,-2.2315979,0
66.7,-2.212524414,0.019073486
66.8,-2.212524414,0
66.9,-2.212524414,0
67,-2.212524414,0
